insert() runtime [ms],get() runtime [ms],memory usage [kB],
0.124,0.021,4.104,
0.106,0.021,4.104,
0.113,0.020,4.104,
0.113,0.022,4.104,
0.110,0.018,4.104,
0.125,0.021,4.104,
0.107,0.019,4.104,
0.109,0.017,4.104,
0.147,0.034,4.104,
0.136,0.018,4.104,
0.130,0.021,4.104,
0.130,0.020,4.104,
0.140,0.019,4.104,
0.142,0.020,4.104,
0.134,0.016,4.104,
0.140,0.020,4.104,
0.119,0.017,4.104,
0.129,0.018,4.104,
0.130,0.023,4.104,
0.117,0.018,4.104,
0.142,0.018,4.104,
0.125,0.019,4.104,
0.134,0.020,4.104,
0.130,0.021,4.104,
0.134,0.022,4.104,
0.130,0.018,4.104,
0.139,0.020,4.104,
0.160,0.017,4.104,
0.136,0.020,4.104,
0.106,0.020,4.104,
0.099,0.018,4.104,
0.092,0.022,4.104,
0.096,0.021,4.104,
0.104,0.019,4.104,
0.094,0.019,4.104,
0.105,0.020,4.104,
0.100,0.019,4.104,
0.099,0.018,4.104,
0.113,0.020,4.104,
0.130,0.016,4.104,
0.149,0.021,4.104,
0.123,0.020,4.104,
0.125,0.019,4.104,
0.130,0.022,4.104,
0.125,0.019,4.104,
0.139,0.021,4.104,
0.123,0.018,4.104,
0.130,0.019,4.104,
0.143,0.016,4.104,
0.127,0.028,4.104,
0.154,0.019,4.104,
0.150,0.018,4.104,
0.159,0.019,4.104,
0.139,0.020,4.104,
0.149,0.018,4.104,
0.149,0.020,4.104,
0.110,0.017,4.104,
0.092,0.015,4.104,
0.101,0.017,4.104,
0.103,0.015,4.104,
0.099,0.022,4.104,
0.094,0.015,4.104,
0.092,0.019,4.104,
0.101,0.019,4.104,
0.106,0.018,4.104,
0.131,0.019,4.104,
0.116,0.018,4.104,
0.105,0.018,4.104,
0.097,0.017,4.104,
0.102,0.020,4.104,
0.090,0.015,4.104,
0.106,0.019,4.104,
0.097,0.019,4.104,
0.099,0.021,4.104,
0.092,0.015,4.104,
0.106,0.017,4.104,
0.102,0.018,4.104,
0.103,0.020,4.104,
0.100,0.018,4.104,
0.096,0.019,4.104,
0.093,0.019,4.104,
